,Unnamed: 0.1,Unnamed: 0,sno,DATE,HEADLINE,TICKER,COMPANY NAME,SECTOR,SUBSECTOR,SERIES,DATE OF LISTING,PAID UP VALUE,MARKET LOT,ISIN NUMBER,FACE VALUE,negative_score,positive_score,neutral_score,compound_score,High,Low,Open,close,volume,adj close,avg High,avg low,avg open,avg close,avg volume,avg adj close,trend
2783,2783,2783,4659,09-08-2022,"Siyaram Silk Mills Q1 | #1QWithCNBCTV18

▶️ Profit at Rs 31 cr vs Rs 12 cr (YoY)
▶️ Revenue up 71% at Rs 399 cr vs Rs 233 cr (YoY)
▶️ EBITDA up 77% at Rs 52 cr Vs Rs 29 cr (YoY)
▶️ EBITDA margin unchanged at 13% (YoY)",SIYSIL,Siyaram Silk Mills Limited,Textiles,Textiles,EQ,29-Jan-07,2,1,INE076B01028,2,0.0,0.057,0.943,0.4404,538.7999878,538.9000244,492.75,517.5999756,510.4742126,109272,645.35,653.6000122,630.4200073,639.95,631.1398499,126521.8,bearish
1353,1353,1353,2370,17-05-2022,"| Bajaj Elec reports Q4 earnings

▶️Net profit down 27.9% at ₹39.4 cr vs ₹54.6 cr (YoY)

▶️Revenue up 6% at ₹1,334.3 cr vs ₹1,258.5 cr (YoY)

▶️EBITDA down 13% at ₹63.1 cr vs ₹72.5cr (YoY)

▶️EBITDA margin at 4.7% vs 5.8% (YoY)",BAJAJ-AUTO,Bajaj Auto Limited,Sugar,Sugar,EQ,26-May-08,10,1,INE917I01010,10,0.0,0.066,0.934,0.4404,3725.100098,3787.0,3736.199951,3742.899902,3607.412109,402398,4348.62002,4435.32998,4321.930029,4378.350049,4219.859863,631916.8,bullish
470,470,470,903,20-03-2022,"Suzuki signs MoU with Gujarat Government for electrical vehicles and battery manufacturing in India

Suzuki Motor Gujarat to invest 150 billion yen or $1.26 bn in increasing production of electric vehicles, construction of battery manufacturing plant & a vehicle recycling unit",GAEL,Gujarat Ambuja Exports Limited,Edible Oils,Edible Oils,EQ,11-Oct-00,1,1,INE036B01030,1,0.0,0.0,1.0,0.0,263.1000061,264.6499939,242.0,251.6499939,251.1097107,2496464,283.5399994,297.3399994,274.7999969,287.7199982,287.1022736,4023580.2,bearish
2703,2703,2703,4483,05-08-2022,"Emami Paper Mills reports Q1 earnings.

▶️Net profit up 68.7% at ₹54 cr vs ₹32 cr (YoY)

▶️Revenue up 39.4% at ₹598 cr vs ₹429 cr (YoY)

▶️EBITDA up 27.7% at ₹103.7 cr vs ₹81.2 cr (YoY)

▶️EBITDA margin at 17.3% vs 18.9% (YoY)",EMAMILTD,Emami Limited,Personal Care,Personal Care,EQ,03-Aug-06,1,1,INE548C01032,1,0.0,0.063,0.937,0.4404,460.0,472.75,451.0,459.0,450.3444519,183679,546.0599976,554.7000061,535.6,545.6,535.3114258,418410.0,bearish
3330,3330,3330,5548,13-09-2022,"Tata Comm may be under pressure as sources tell CNBC-Awaaz, Cisco’s arm WebEx Communications gets unified licence to provide services across country
Alert: Currently, WebEx Communications provides services with Tata Comm",TATACOMM,Tata Communications Limited,Telecom,Telecom,EQ,12-Apr-95,10,1,INE151A01013,10,0.063,0.137,0.8,0.3818,1264.949951,1278.0,1215.0,1236.050049,1236.050049,1222950,1507.799976,1522.13999,1477.750024,1497.499976,1497.499976,626933.8,bearish
3637,3637,3637,6065,30-09-2022,"MCX  extends Support and Managed Services with 63moons for its existing trading & clearing platform for a period of three months, beginning from 1st October, 2022 to 31st December, 2022. The arrangement was due to get over today",ANDHRSUGAR,The Andhra Sugars Limited,Miscellaneous,Miscellaneous,EQ,01-Nov-95,2,1,INE715B01021,2,0.0,0.11,0.89,0.4939,137.8500061,141.3500061,136.0,139.8000031,139.8000031,185590,166.7799988,170.1600006,161.9399994,164.9399994,164.9399994,219496.8,bearish
1396,1396,1396,2435,19-05-2022,ITC (@ITCCorpCom) has paid dividend of more than ₹38/sh in last four financial years,ITC,ITC Limited,,,EQ,23-Aug-95,1,1,INE154A01025,1,0.0,0.0,1.0,0.0,262.6000061,279.25,277.0,275.6499939,265.1507568,78287713,310.7000031,317.95,307.4399994,314.55,302.5690918,31287846.2,bullish
3584,3584,3584,5970,28-09-2022,"Tata Motors (@TataMotors) launches the Tiago EV, variants to be priced between ₹8.49 lakhs to ₹11.79 lakhs ex-showroom",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.0,0.0,1.0,0.0,394.8999939,406.6000061,399.6000061,399.1000061,399.1000061,18114880,501.1299988,506.2,488.9899963,495.6700012,495.6700012,22230405.6,bullish
5375,5375,5375,8505,26-01-2023,"The #HalwaCeremony was held earlier today, attended by the Finance Minister, members of @FinMinIndia and the government.

#Budget2023",ANDHRSUGAR,The Andhra Sugars Limited,Miscellaneous,Miscellaneous,EQ,01-Nov-95,2,1,INE715B01021,2,0.0,0.0,1.0,0.0,130.3999939,133.1999969,127.3499985,130.4499969,130.4499969,127129,160.7099976,162.4799988,158.1,159.7899963,159.7899963,210348.8,bearish
3376,3376,3376,5622,15-09-2022,From PTI | Redington India & Google Cloud enter into partnership for drive distribution,IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-Oct-05,10,1,INE547E01014,10,0.0,0.0,1.0,0.0,754.8499756,764.6500244,745.0,751.2999878,741.8674316,4869,905.2199951,919.9,894.9200073,902.1599976,890.8334106,5050.6,bearish
1256,1256,1256,2204,10-05-2022,"Ajanta Ph reports Q4 earnings

▶️Cons net profit down 5% at ₹151.2 cr vs ₹159.3 cr (YoY)

▶️Cons revenue up 15% at ₹870.3 cr vs ₹756.8 cr (YoY)

▶️Cons EBITDA down 20.3% at ₹206.7 cr vs ₹259.4 cr (YoY)

▶️Cons EBITDA margin at 23.7% vs 34.3% (YoY)",AJANTPHARM,Ajanta Pharma Limited,Pharmaceuticals,Pharmaceuticals,EQ,29-May-00,2,1,INE031B01049,2,0.0,0.059,0.941,0.4404,1154.666626,1175.93335,1061.766724,1105.400024,1099.229492,353388,1401.839966,1436.52666,1367.95332,1389.64668,1381.889453,245428.0,bullish
3512,3512,3512,5866,23-09-2022,BSE companies erase market cap of nearly Rs 4 lakh cr today,BSE,BSE Limited,,,EQ,03-Feb-17,2,1,INE118H01025,2,0.0,0.0,1.0,0.0,644.0,647.8499756,603.3499756,632.0,632.0,491010,784.8399902,791.4399902,770.9400024,776.7300049,776.7300049,654187.4,bearish
1250,1250,1250,2193,10-05-2022,#JustIn | Bajaj Finance increases interest rates on FD programme by up to 10 bps for tenor b/w 36-60 months,BAJAJ-AUTO,Bajaj Auto Limited,Sugar,Sugar,EQ,26-May-08,10,1,INE917I01010,10,0.0,0.143,0.857,0.4588,3564.949951,3646.699951,3537.300049,3593.050049,3462.986572,507087,4285.41001,4356.87998,4216.359961,4261.159961,4106.911865,544268.2,bullish
5539,5539,5539,8722,06-02-2023,"Hitachi Energy India reports Q3 earnings.

◼️Net profit down 92.6% at Rs 4.6 cr Vs Rs 61.7 cr (YoY)

◼️Revenue down 5.5% at Rs 1,033.9 cr Vs Rs 1,094.5 cr (YoY)

◼️EBITDA up 17% at Rs 39.5 cr Vs Rs 33.7 cr (YoY)

◼️Margin at 3.8% Vs 3.1% (YoY)",ENERGYDEV,Energy Development Company Limited,Power,Power,EQ,02-Nov-07,10,1,INE306C01019,10,0.0,0.096,0.904,0.6124,20.60000038,20.60000038,18.54999924,19.85000038,19.85000038,38515,24.24000015,24.68000031,23.05,23.8,23.8,62609.2,bearish
4298,4298,4298,7007,07-11-2022,"HT Media reports #Q2 earnings. 

▶️Net loss at ₹155.9 cr vs profit of ₹23.2 cr (YoY)
    
▶️Revenue up 10.7% at ₹409.2 cr vs ₹369.8 cr (YoY)
    
▶️EBITDA loss at ₹50.7 cr vs ₹12.5 cr (YoY)",HTMEDIA,HT Media Limited,Printing,Printing,EQ,01-Sep-05,2,1,INE501G01024,2,0.116,0.073,0.81,-0.1779,22.95000076,23.14999962,19.70000076,21.29999924,21.29999924,1102217,26.75999985,27.24000015,26.10999985,26.49999962,26.49999962,479318.6,bearish
3284,3284,3284,5497,09-09-2022,Air India to vacate Government-owned premises,IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-Oct-05,10,1,INE547E01014,10,0.0,0.0,1.0,0.0,755.3499756,760.0,752.0,746.0499878,736.6833496,713,907.5099976,916.0300049,889.9700073,897.2099854,885.9455566,2798.4,bullish
2933,2933,2933,4898,15-08-2022,PM Narendra Modi hoists the National Flag at Red Fort on the 76th Independence Day,NATIONALUM,National Aluminium Company Limited,Aluminium,Aluminium,EQ,28-Apr-99,5,1,INE139A01034,5,0.0,0.0,1.0,0.0,79.34999847,80.94999695,77.84999847,79.80000305,77.41896057,12629443,94.33000031,95.95999908,93.40999756,94.61999969,91.79676971,16388954.0,bearish
4175,4175,4175,6801,28-10-2022,"Mangalore Refinery and Petrochemicals Limited (MRPL) reports Q2 earnings.

▶️Net loss of Rs 1,779.3 cr Vs profit of Rs 2,716.3 cr (QoQ)

▶️Revenue down 23.8% at Rs 24,608 cr Vs Rs 32,289 cr (QoQ)

▶️EBITDA loss of Rs 1,994.8 cr Vs profit of Rs 4,714 cr (QoQ)",MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,Fertilisers,Fertilisers,EQ,22-Oct-07,10,1,INE558B01017,10,0.12,0.107,0.773,0.0772,118.0999985,118.4000015,93.94999695,117.4000015,117.4000015,396690,148.6599976,149.0599991,144.7600006,145.95,145.95,554293.6,bearish
4910,4910,4910,7894,16-12-2022,"The National Commission for Protection of Child Rights (@NCPCR_) issues #summons to Byju's CEO over allegations of hard selling its courses, exploiting students",ANDHRSUGAR,The Andhra Sugars Limited,Miscellaneous,Miscellaneous,EQ,01-Nov-95,2,1,INE715B01021,2,0.17,0.0,0.83,-0.5106,129.1999969,136.8999939,138.0,135.0500031,135.0500031,904833,157.5299988,160.6699951,155.5800018,157.2300018,157.2300018,345381.0,bullish
1852,1852,1852,3223,20-06-2022,Fineotex Chemical to consider raising funds by issue of equity shares on June 24,FCL,Fineotex Chemical Limited,,,EQ,15-Jan-15,2,1,INE045J01026,2,0.0,0.145,0.855,0.296,165.8999939,166.0,163.8500061,162.3000031,162.0021362,458406,196.7999969,202.2600006,191.3899994,196.3000031,195.9397369,412773.2,bullish
5398,5398,5398,8521,27-01-2023,"Tata Motors increases prices across passenger vehicles 

Weighted average price hike of 1.2% effective Feb 1",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.0,0.181,0.819,0.4767,438.0,453.3999939,437.6499939,445.6000061,445.6000061,63360467,497.85,507.1799988,493.8300049,499.8199951,499.8199951,33335868.0,bearish
5614,5614,5614,8832,08-02-2023,"Piramal Pharma reports Q3 earnings.

◼️Net loss of Rs 90.2 cr Vs profit of Rs 163.4 cr (YoY)

◼️Revenue up 11.5% at Rs 1,716 cr Vs Rs 1,539.1 cr (YoY)

◼️EBITDA down 61.3% at Rs 87.3 cr Vs Rs 225.6 cr (YoY)

◼️Margin at 5.1% Vs 14.7% (YoY)",PEL,Piramal Enterprises Limited,Pharmaceuticals,Pharmaceuticals,EQ,08-Feb-95,2,1,INE140A01024,2,0.045,0.057,0.898,0.1531,841.5499878,847.5999756,809.0,844.0499878,844.0499878,469780,1026.73999,1039.629993,1001.0,1020.599988,1020.599988,1090669.6,bearish
2105,2105,2105,3534,07-07-2022,"Tata Motors in focus
China announces new steps to spur consumer demand for cars, saying it would consider extending a tax break for electric vehicles and outlining plans to build more charging stations and encourage lower charging fees: Reuters",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.088,0.079,0.833,0.1531,419.8999939,432.9500122,429.2999878,430.8500061,430.8500061,17616800,497.8799927,504.5099976,491.4899963,498.4300049,498.4300049,18591554.0,bullish
133,133,133,291,25-02-2022,"Maruti Suzuki: Launched new version of WagonR starting Rs 5,39,500


RUSSIA'S FOREIGN MINISTRY SAYS THREATS OF SANCTIONS FROM LONDON WILL NOT DETER RUSSIA, BUT WILL ONLY LEAD TO A NEW ESCALATION - RIA",MARUTI,Maruti Suzuki India Limited,Auto,Auto,EQ,09-Jul-03,5,1,INE585B01010,5,0.07,0.038,0.892,-0.2539,8260.0,8466.0,8114.100098,8356.099609,8301.443359,1344343,10188.20996,10374.64004,10073.6498,10213.93984,10147.13154,896359.6,bearish
5029,5029,5029,8061,30-12-2022,Inox Green says CRISIL upgrades long-term rating to BBB+ from BBB,CRISIL,CRISIL Limited,Miscellaneous,Miscellaneous,EQ,28-Jun-95,1,1,INE007A01025,1,0.0,0.0,1.0,0.0,3012.5,3099.149902,2975.100098,3067.300049,3067.300049,52027,3387.45,3493.63999,3354.96001,3454.690039,3454.690039,57684.4,bearish
928,928,928,1600,13-04-2022,"Godrej cosumer
Can wait for some RETRACEMENT or can take partial entry",CANFINHOME,Can Fin Homes Limited,Finance - Leasing & Hire Purchase,Finance - Leasing & Hire Purchase,EQ,10-May-95,2,1,INE477A01020,2,0.0,0.0,1.0,0.0,656.5,661.5499878,627.4000244,655.5,652.1415405,464090,788.8799927,803.2700073,778.2,789.7000122,785.6540039,891161.2,bearish
823,823,823,1431,06-04-2022,"#GasPriceHike | MGL hikes CNG price by Rs 7/kg to Rs 67/kg and Domestic PNG by Rs 5/scm to Rs 41/scm, w.e.f today 

▶️IGL hikes CNG price by Rs 2.5/kg to Rs 66.61/kg in Delhi, total hike of Rs 6.6/kg in April

▶️Gujarat Gas hikes CNG price in Gujarat by Rs 6.5/kg to Rs 76.98/kg",GAEL,Gujarat Ambuja Exports Limited,Edible Oils,Edible Oils,EQ,11-Oct-00,1,1,INE036B01030,1,0.0,0.0,1.0,0.0,262.5,265.6000061,248.25,261.1499939,260.589325,287639,316.3600037,324.55,311.0599976,314.9599976,314.2838013,526882.8,bearish
5236,5236,5236,8330,17-01-2023,"Delta Corp reports Q3 earnings.

🎲Net profit up 20.5% at Rs 84.8 cr vs Rs 70.4 cr (YoY)

🎲Revenue up 10.6% at Rs 273.4 cr vs Rs 247.2 cr (YoY)

🎲EBITDA down 4.5% at Rs 102.3 cr vs Rs 107.2 cr (YoY) 

🎲Margin at 37.4% vs 43.4% (YoY)",DELTACORP,Delta Corp Limited,Steel - Tubes & Pipes,Steel - Tubes & Pipes,EQ,02-Nov-07,1,1,INE124G01033,1,0.0,0.058,0.942,0.4404,216.1999969,216.5500031,196.1999969,211.3000031,211.3000031,5822305,253.5799988,255.8199982,249.5299988,252.9699982,252.9699982,2424439.6,bearish
1531,1531,1531,2676,28-05-2022,"Engineers India reports Q4 earnings.

▶️Net profit at Rs 79.1 Cr Vs Rs 24.9 Cr (YoY)

▶️Revenue at Rs 817.8 Cr Vs  Rs 1,131.9 Cr (YoY)",ENGINERSIN,Engineers India Limited,Computers,Computers,EQ,20-Aug-97,5,1,INE510A01028,5,0.0,0.104,0.896,0.4404,59.25,60.09999847,59.09999847,59.70000076,57.36992645,678049,71.25,71.84999924,70.35,71.02000046,68.24811249,602824.4,bullish
1214,1214,1214,2122,06-05-2022,"#4QWithCNBCTV18 | Reliance Ind Q4

▶️Oil & Gas revenue at Rs 2,008 Cr Vs Rs 2,559 Cr (QoQ)

▶️Oil & Gas EBIT at Rs 946 Cr Vs Rs 1,326 Cr (QoQ)

▶️Oil & Gas EBIT margin at 47% Vs 52% (QoQ)",RCOM,Reliance Communications Limited,Shipping,Shipping,BE,06-Mar-06,5,1,INE330H01018,5,0.0,0.0,1.0,0.0,2.599999905,2.700000048,2.549999952,2.650000095,2.650000095,12176672,3.309999943,3.349999952,3.19000001,3.250000048,3.250000048,8057618.6,bearish
504,504,504,965,21-03-2022,Bank of India invests Rs 108.81 Cr in National Asset Reconstruction Company Limited (NARCL),BANKBARODA,Bank of Baroda,Banks - PSU,Banks - PSU,EQ,19-Feb-97,2,1,INE028A01039,2,0.116,0.152,0.732,0.1531,107.9000015,108.3499985,103.5,106.5,103.3869247,24879006,127.8600006,129.5899994,125.9799988,127.8699997,124.1322617,43727152.0,bullish
4285,4285,4285,6980,04-11-2022,"Shipping Corp reports #Q2 earnings.

▶️Net profit down 48.8% at ₹124.4 cr vs ₹243 cr (YoY)

▶️Revenue up 16.3% at ₹1,420 cr vs ₹1,221 cr (YoY)

▶️EBITDA down 19.3% at ₹322.1 cr vs ₹399 cr (YoY)

▶️EBITDA margin at 22.7% vs 32.7% (YoY)",SCI,Shipping Corporation Of India Limited,Shipping,Shipping,EQ,13-Aug-97,10,1,INE109A01011,10,0.0,0.065,0.935,0.4404,130.9499969,131.75,125.0,131.3000031,131.3000031,894448,156.3100006,158.5899994,154.8699982,156.5399979,156.5399979,1669717.8,bearish
1996,1996,1996,3384,30-06-2022,"Maruti Suzuki launches new #Brezza at a starting price of ₹7.99 lakh (ex-showroom, Delhi)",MARUTI,Maruti Suzuki India Limited,Auto,Auto,EQ,09-Jul-03,5,1,INE585B01010,5,0.0,0.0,1.0,0.0,8500.0,8634.599609,8305.599609,8470.75,8415.34375,1130302,9973.840039,10191.8,9923.839844,10110.46016,10044.32852,1246253.0,bearish
3072,3072,3072,5148,26-08-2022,"NTPC (@ntpclimited) to invest Rs 11,843.7 cr in Talcher Thermal Power Project Stage-III",NTPC,NTPC Limited,Power - Generation & Distribution,Power - Generation & Distribution,EQ,05-Nov-04,10,1,INE733E01010,10,0.0,0.0,1.0,0.0,159.0,164.6999969,160.6999969,163.3999939,159.2391205,30724938,190.8100006,193.8899963,188.8299957,191.1999969,186.3312164,19915858.4,bearish
1958,1958,1958,3359,29-06-2022,"JSW Steel has a total planned capex of nearly ₹49,000 cr over the next three years. The company in its Annual Reports says global steel consumption may remain unchanged or increase marginally in CY22 and grow in low-single digits in CY23",ANDHRSUGAR,The Andhra Sugars Limited,Miscellaneous,Miscellaneous,EQ,01-Nov-95,2,1,INE715B01021,2,0.0,0.056,0.944,0.3182,125.1999969,127.9000015,122.5,125.6500015,123.9780121,107621,147.3600006,150.1699997,145.8100006,147.8199997,145.8529984,150901.2,bearish
1384,1384,1384,2415,18-05-2022,Brookfield India REIT's rental collections at 99% for FY22,IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-Oct-05,10,1,INE547E01014,10,0.0,0.0,1.0,0.0,773.8499756,861.2000122,770.0,791.25,768.5404663,7221,923.1,949.0900146,920.7300049,928.8099976,902.1523926,2592.8,bearish
894,894,894,1517,08-04-2022,"Improved tax revenues show resilience of the economy. FY22 gross tax collns at ₹27.07 lakh cr, 34% more than budget estimates, says Revenue Secy Tarun Bajaj",BAJAJ-AUTO,Bajaj Auto Limited,Sugar,Sugar,EQ,26-May-08,10,1,INE917I01010,10,0.103,0.103,0.795,0.0,3812.300049,3836.0,3768.149902,3810.350098,3672.420654,229962,4513.230029,4560.71001,4479.41001,4545.52998,4380.988086,369137.8,bearish
4924,4924,4924,7912,19-12-2022,"KEC International bags new orders worth ₹1,313 cr",KEC,KEC International Limited,Power - Transmission & Equipment,Power - Transmission & Equipment,EQ,10-Mar-06,2,1,INE389H01022,2,0.0,0.213,0.787,0.2263,482.7000122,488.1499939,477.0,478.2000122,478.2000122,340273,579.7400024,591.2700012,568.6600037,575.3200012,575.3200012,1103643.4,bullish
455,455,455,882,18-03-2022,Tata Motors bags an order for 250 EVs from Aurangabad green mission,TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.0,0.0,1.0,0.0,432.0,435.7000122,427.1000061,433.7999878,433.7999878,26704541,505.65,512.7100037,496.7299988,504.3599976,504.3599976,50722036.8,bearish
5344,5344,5344,8475,26-01-2023,"Swaraj Engines reports #Q3 #earnings 

▶️ Net #Profit up 9.5% at ₹23 cr vs ₹21 cr (YoY)    

▶️ #Revenue up 17.5% at ₹279 cr vs ₹237 cr (YoY)    

▶️ EBITDA up 14.4% at ₹33.3 cr vs ₹29.1 cr (YoY)  
  
▶️ #Margin at 12% vs 12.2% (YoY)     

@Q3FY23",SWARAJENG,Swaraj Engines Limited,Engines,Engines,EQ,06-Dec-95,10,1,INE277A01016,10,0.0,0.0,1.0,0.0,1640.0,1645.0,1538.050049,1571.150024,1571.150024,12387,1953.58999,1965.98999,1928.940015,1942.480005,1942.480005,4936.4,bullish
3709,3709,3709,6142,04-10-2022,"Sterlite Tech completes #divestment of stake in Impact Data Solutions, UK",TECHM,Tech Mahindra Limited,Computers,Computers,EQ,28-Aug-06,5,1,INE669C01036,5,0.0,0.145,0.855,0.1779,1022.0,1036.0,1027.349976,1028.300049,1010.730591,2715420,1225.359985,1239.790002,1206.170007,1220.33999,1199.489368,3717249.0,bullish
5319,5319,5319,8438,24-01-2023,"Indoco Remedies reports Q3 earnings

▶️Net profit down 14.7% at ₹28.1 cr vs ₹33 cr (YoY)

▶️Revenue up 11.5% at ₹399.2 cr vs ₹358 cr (YoY)

▶️EBITDA down 15.5% at ₹62 cr vs ₹73.4 cr (YoY)

▶️EBITDA margin at 15.5% vs 20.5% (YoY)",INDOCO,Indoco Remedies Limited,Pharmaceuticals,Pharmaceuticals,EQ,14-Jan-05,2,1,INE873D01024,2,0.0,0.065,0.935,0.4404,404.4500122,408.4500122,346.0,362.8999939,362.8999939,804060,476.9,482.9299927,463.3600037,469.1199951,469.1199951,282047.0,bearish
4849,4849,4849,7824,14-12-2022,Tata Communications in business transfer agreement for sale of company’s non-network internet of things business,TATACOMM,Tata Communications Limited,Telecom,Telecom,EQ,12-Apr-95,10,1,INE151A01013,10,0.0,0.186,0.814,0.4939,1370.0,1379.949951,1304.300049,1359.550049,1359.550049,954600,1554.4,1586.059985,1535.610034,1565.46001,1565.46001,1066962.4,bearish
4748,4748,4748,7702,06-12-2022,abrdn Investment Management to sell entire 10.21% stake in HDFC AMC,HDFCBANK,HDFC Bank Limited,Banks - Private,Banks - Private,EQ,08-Nov-95,1,1,INE040A01034,1,0.0,0.0,1.0,0.0,1601.0,1613.699951,1604.449951,1611.150024,1611.150024,6176546,1927.459985,1941.82998,1921.259985,1931.399976,1931.399976,8002620.0,bearish
4268,4268,4268,6967,04-11-2022,"Tata Motors
JLR UK sales increase 64.8% to 3,650 units Vs from 2,215 units (YoY)",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.0,0.141,0.859,0.3182,418.2000122,426.0,428.25,425.3500061,425.3500061,12277023,499.5799988,504.8599976,496.4099976,501.55,501.55,15088033.8,bullish
3522,3522,3522,5890,26-09-2022,"#DGTR recommends Anti-dumping Duty on stainless-steel seamless tubes & pipes for 5 years, says Commerce Ministry (@DoC_GoI)

Alert: Welspun Specialty Solution had filed plea for duty on stainless-steel seamless tubes & pipes",WELCORP,Welspun Corp Limited,Finance - Investments,Finance - Investments,EQ,24-May-05,5,1,INE191B01025,5,0.0,0.198,0.802,0.6597,277.8999939,279.5499878,257.0,265.25,265.25,2008716,330.7099976,342.6199951,322.1300049,332.2799988,332.2799988,4675704.4,bullish
4134,4134,4134,6743,25-10-2022,Intellect Design bags order from Foresight,INTELLECT,Intellect Design Arena Limited,Computers - Software,Computers - Software,EQ,18-Dec-14,5,1,INE306R01017,5,0.0,0.375,0.625,0.4588,510.0,512.5499878,499.4500122,500.6499939,500.6499939,255742,621.6099976,624.7399902,609.8100037,614.4500061,614.4500061,239853.2,bullish
3602,3602,3602,5994,28-09-2022,Steel Ministry says @SAILsteel posted best ever production performance of 18.733 MT Hot Metal & 17.37 MT Crude Steel during 2022 fiscal,MTEDUCARE,MT Educare Limited,Computers - Software - Training,Computers - Software - Training,EQ,12-Apr-12,10,1,INE472M01018,10,0.138,0.156,0.706,0.128,8.399999619,8.649999619,8.300000191,8.449999809,8.449999809,80677,10.58000011,10.81999989,10.25,10.36999989,10.36999989,142553.0,bullish
713,713,713,1318,01-04-2022,Bosch acquires 14% stake in deep tech startup Zeliot Connected Services,BOSCHLTD,Bosch Limited,Auto Ancillaries,Auto Ancillaries,EQ,12-May-03,10,1,INE323A01026,10,0.0,0.0,1.0,0.0,14420.0,14612.4502,14572.15039,14553.75,14464.83105,16286,17096.01992,17257.59023,16954.59004,17127.3498,17022.70664,30724.6,bullish
4186,4186,4186,6818,31-10-2022,"GHCL reports Q2 earnings.
              
⭕️Net profit at Rs 300.5 cr Vs Rs 93.2 cr (YoY)
  
⭕️Revenue up 72% at Rs 1,381 cr Vs Rs 803 cr (YoY)   
 
⭕️EBITDA at Rs 433.8 cr Vs Rs 169 cr (YoY)     

⭕️Margin at 31.4% Vs 21% (YoY)",GHCL,GHCL Limited,Chemicals,Chemicals,EQ,31-Jul-03,10,1,INE539A01019,10,0.0,0.065,0.935,0.4404,652.25,664.0,629.0999756,646.5499878,646.5499878,889946,796.0400024,802.8299927,778.5999878,786.4899902,786.4899902,392675.2,bearish
2214,2214,2214,3704,15-07-2022,"Vedanta to mull 2nd interim dividend as board meet next week, record date fixed 27 july",VEDL,Vedanta Limited,Mining & Minerals,Mining & Minerals,EQ,13-May-98,1,1,INE205A01025,1,0.0,0.0,1.0,0.0,230.25,230.6999969,229.1499939,227.8500061,191.1628265,12239038,276.0999969,280.4700012,269.3700012,274.3799988,230.2008148,18975897.8,bullish
2923,2923,2923,4875,13-08-2022,"JK Cement Q1

▶️Cons net profit down 15.2% at Rs 162.7 cr vs Rs 192 cr YoY

▶️Cons revenue up 32.4% at Rs 2,269.6 cr vs Rs 1,179.1 cr YoY

▶️EBITDA up 0.2% at Rs 403.6 cr vs 402.8 cr YoY

▶️Margin at 17.7% vs 23.5% YoY",JKCEMENT,JK Cement Limited,Cement - Major,Cement - Major,EQ,14-Mar-06,10,1,INE823G01014,10,0.0,0.109,0.891,0.6739,2660.0,2676.850098,2610.050049,2647.850098,2647.850098,95512,3123.150049,3172.02002,3077.040039,3130.260059,3130.260059,140424.6,bullish
1810,1810,1810,3150,16-06-2022,Bank of England hikes rate by 25 bps fr 5th time as inflation soars,BANKBARODA,Bank of Baroda,Banks - PSU,Banks - PSU,EQ,19-Feb-97,2,1,INE028A01039,2,0.0,0.0,1.0,0.0,101.5999985,102.1500015,94.09999847,97.5,94.65000153,24322328,122.0199982,124.0299988,119.8800003,121.65,118.0940765,24460648.8,bearish
3486,3486,3486,5824,22-09-2022,"IRCTC in focus
Indian Railways launches E-catering service, which is being managed by IRCTC",IMFA,Indian Metals & Ferro Alloys Limited,Steel - Pig Iron,Steel - Pig Iron,EQ,23-Jul-10,10,1,INE919H01018,10,0.0,0.0,1.0,0.0,264.3999939,264.6000061,254.6999969,262.0499878,251.3243866,39975,318.1400024,321.45,311.6300049,314.4100006,301.5413208,77489.2,bearish
3141,3141,3141,5261,01-09-2022,Bajaj Auto says September will see a big bump up in the market share,BAJAJ-AUTO,Bajaj Auto Limited,Sugar,Sugar,EQ,26-May-08,10,1,INE917I01010,10,0.0,0.155,0.845,0.296,4010.0,4131.75,4025.399902,4076.300049,4076.300049,510034,4856.72998,4922.930029,4830.01001,4874.86001,4874.86001,586615.2,bearish
1827,1827,1827,3175,17-06-2022,"Escorts slips in trade

Note: As per March shareholding, Rakesh Jhujhunwala does not hold any stake in company",ESCORTS,Escorts Kubota Limited,,,EQ,01-Mar-95,10,1,INE042A01014,10,0.0,0.0,1.0,0.0,1546.0,1550.0,1468.0,1500.900024,1493.698242,547680,1870.25,1890.07998,1839.72998,1859.550024,1850.627368,326003.4,bearish
