,sno,DATE,HEADLINE,TICKER,COMPANY NAME,SECTOR,SUBSECTOR,SERIES,DATE OF LISTING,PAID UP VALUE,MARKET LOT,ISIN NUMBER,FACE VALUE
4750,7704,2022-12-07,"GMR Airports & NIIF partner to invest in three airports including Greenfield International airports at Mopa, Goa & Bhogapuram, Andhra Pradesh",GMRINFRA,GMR Infrastructure Limited,Infrastructure,Infrastructure,EQ,21-AUG-2006,1,1,INE776C01039,1
4751,7705,2022-12-07,"Seimens buzzing in trade, up nearly 5% on being declared lowest bidder for 9,000 HP electric locomotives project in Gujarat",GAEL,Gujarat Ambuja Exports Limited,Edible Oils,Edible Oils,EQ,11-OCT-2000,1,1,INE036B01030,1
4752,7706,2022-12-07,"Tata Motors in focus
PTI reports, Tata Motors is expected to increase the prices for passenger vehicles from January 2023",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
4753,7706,2022-12-07,"Tata Motors in focus
PTI reports, Tata Motors is expected to increase the prices for passenger vehicles from January 2023",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
4754,7706,2022-12-07,"Tata Motors in focus
PTI reports, Tata Motors is expected to increase the prices for passenger vehicles from January 2023",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
4755,7706,2022-12-07,"Tata Motors in focus
PTI reports, Tata Motors is expected to increase the prices for passenger vehicles from January 2023",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
4756,7706,2022-12-07,"Tata Motors in focus
PTI reports, Tata Motors is expected to increase the prices for passenger vehicles from January 2023",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
4757,7706,2022-12-07,"Tata Motors in focus
PTI reports, Tata Motors is expected to increase the prices for passenger vehicles from January 2023",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
4758,7706,2022-12-07,"Tata Motors in focus
PTI reports, Tata Motors is expected to increase the prices for passenger vehicles from January 2023",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
4759,7706,2022-12-07,"Tata Motors in focus
PTI reports, Tata Motors is expected to increase the prices for passenger vehicles from January 2023",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
4760,7706,2022-12-07,"Tata Motors in focus
PTI reports, Tata Motors is expected to increase the prices for passenger vehicles from January 2023",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
4761,7706,2022-12-07,"Tata Motors in focus
PTI reports, Tata Motors is expected to increase the prices for passenger vehicles from January 2023",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
4762,7706,2022-12-07,"Tata Motors in focus
PTI reports, Tata Motors is expected to increase the prices for passenger vehicles from January 2023",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
4763,7706,2022-12-07,"Tata Motors in focus
PTI reports, Tata Motors is expected to increase the prices for passenger vehicles from January 2023",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
4764,7714,2022-12-07,CRISIL assigns ‘CRISIL AAA/Stable’ rating to infrastructure #bonds of @AxisBank,CRISIL,CRISIL Limited,Miscellaneous,Miscellaneous,EQ,28-JUN-1995,1,1,INE007A01025,1
4765,7716,2022-12-07,Aster DM Healthcare & Faruk Medical City sign contract to develop healthcare services in Iraq,CUB,City Union Bank Limited,Miscellaneous,Miscellaneous,EQ,25-AUG-1998,1,1,INE491A01021,1
4766,7717,2022-12-07,"Gradiente Infotainment announces project outlay of ₹1,100 cr for Media & Entertainment Industry. Company is setting up an Over-The-Top (OTT) platform and application is developed and is ready for roll-out by the end of January 2023",ENIL,Entertainment Network (India) Limited,Entertainment,Entertainment,EQ,15-FEB-2006,10,1,INE265F01028,10
4767,7718,2022-12-07,"Sobha Clarification | Provisional attachment of ₹201.6 cr under #PMLA by #ED has no impact on the company’s operations, believe that no wrongdoing has been done from our side",SOBHA,Sobha Limited,Construction & Contracting - Real Estate,Construction & Contracting - Real Estate,EQ,20-DEC-2006,10,1,INE671H01015,10
4768,7720,2022-12-07,"Vodafone Idea in talks with ATC for extending OCD issuance of Rs1,600 crore",IDEA,Vodafone Idea Limited,Telecommunications - Service,Telecommunications - Service,EQ,09-MAR-2007,10,1,INE669E01016,10
4769,7722,2022-12-07,HCL Tech (@hcltech) ties up with #Intel & #Mavenir to deliver #5G enterprise technology solutions,HCL-INSYS,HCL Infosystems Limited,Computers,Computers,EQ,01-JAN-1997,2,1,INE236A01020,2
4770,7723,2022-12-07,"VA Tech Wabag appoints Pankaj Malhan as Deputy MD & Group CEO w.e.f. today (December 07)

➡️Appoints Rajiv Mittal as Chairman & MD w.e.f. today (December 07)",TECHM,Tech Mahindra Limited,Computers,Computers,EQ,28-AUG-2006,5,1,INE669C01036,5
4771,7724,2022-12-07,"Strong #November For General Insurers!

General Ins Ind Prem +22% (YoY)
Health Ins Ind Prem +34% (YoY)

👍ICICI Lombard Prem +19% (YoY)
👍Star Health Prem +16% (YoY)

👎New India Yet To Fire Up (Prem +6% YoY) 

Slight Mkt Share 🔼For ICICI Lom, 🔽For New India",ICICIBANK,ICICI Bank Limited,Miscellaneous,Miscellaneous,EQ,17-SEP-1997,2,1,INE090A01021,2
4772,7725,2022-12-07,"Lumax Industries to set up new #Greenfield project at Chakan, Pune

▶️To avail long term #credit facilities for the project

▶️Project expected to be #commissioned by Q2FY24",LUMAXIND,Lumax Industries Limited,Auto Ancillaries,Auto Ancillaries,EQ,06-SEP-1995,10,1,INE162B01018,10
4773,7726,2022-12-08,Talbros Automative bags multi-year order worth ₹60 cr,TALBROAUTO,Talbros Automotive Components Limited,Auto Ancl,Auto Ancl,EQ,29-SEP-2006,10,1,INE187D01011,10
4774,7728,2022-12-08,Triveni Engg Large Trade | 2.75 cr shares (11.5% Equity) worth ₹776.5 cr change hands at an avg ₹280/sh,TRITURBINE,Triveni Turbine Limited,Electric Equipment,Electric Equipment,EQ,28-OCT-2011,1,1,INE152M01016,1
4775,7729,2022-12-08,JSW Steel November crude steel production is up 16% At 1.69 mt YoY,JSWENERGY,JSW Energy Limited,Power,Power,EQ,04-JAN-2010,10,1,INE121E01018,10
4776,7731,2022-12-08,Greaves Cotton to unveil 5 new products across electric 2 & 3-wheelers at the Auto Expo 2023,GREAVESCOT,Greaves Cotton Limited,Engines,Engines,EQ,09-SEP-2004,2,1,INE224A01026,2
4777,7732,2022-12-08,Dredging Corp bags order worth ₹60 cr from Numaligarh Refinery,DREDGECORP,Dredging Corporation of India Limited,Misc,Misc,EQ,15-JAN-2004,10,1,INE506A01018,10
4778,7733,2022-12-08,Trent to divest approximately 3.22% stake held in Tata Unistore to Tata Digital for Rs 24.14 cr,TRENT,Trent Limited,Retail,Retail,EQ,07-JUN-2004,1,1,INE849A01020,1
4779,7734,2022-12-08,#Kalpataru Power #Board approves issuance of #NCDs worth ₹99 crore on private placement basis,PFC,Power Finance Corporation Limited,Finance,Finance,EQ,23-FEB-2007,10,1,INE134E01011,10
4780,7735,2022-12-08,"JSPL in focus
JSPL wins bid to acquire Monnet Power via IBC route for ₹410 cr",PFC,Power Finance Corporation Limited,Finance,Finance,EQ,23-FEB-2007,10,1,INE134E01011,10
4781,7737,2022-12-08,"Raised ₹720 cr by selling 2%  of promoter holding. Infused ₹623 cr by the promoters into Inox Wind to strengthen balancesheet. Will not sell any more promoter stake of Gujarat Fluoro, says Devansh Jain of InoxGFL Group",GAEL,Gujarat Ambuja Exports Limited,Edible Oils,Edible Oils,EQ,11-OCT-2000,1,1,INE036B01030,1
4782,7740,2022-12-08,Vadilal Board approves purchase of the ‘Vadilal’ brand from ‘Vadilal International’,VADILALIND,Vadilal Industries Limited,Food Processing,Food Processing,EQ,15-JUN-2011,10,1,INE694D01016,10
4783,7741,2022-12-08,Shakti Pumps forms subsidiary for EV business,SHAKTIPUMP,Shakti Pumps (India) Limited,,,EQ,29-JAN-2015,10,1,INE908D01010,10
4784,7743,2022-12-08,Hindustan Unilever to #acquire 19.8% in #Nutritionalab for Rs 70 crore,HCC,Hindustan Construction Company Limited,Construction,Construction,EQ,01-APR-2003,1,1,INE549A01026,1
4785,7744,2022-12-08,"Hindustan Unilever to acquire 100% in Zywie Ventures (Oziva) in two tranches

⭕️To acquire first tranche of 51% on or before January 02, 2023 for Rs 264.28 cr

⭕️To acquire second tranche of 49% three years after the first tranche",HCC,Hindustan Construction Company Limited,Construction,Construction,EQ,01-APR-2003,1,1,INE549A01026,1
4786,7745,2022-12-08,"Reserve Bank Of India (@RBI) signs bilateral #swap pact with #Maldives Monetary Authority

⭕️Pact enables Maldives to make #drawals of up to $200 million",BANKBARODA,Bank of Baroda,Banks - PSU,Banks - PSU,EQ,19-FEB-1997,2,1,INE028A01039,2
4787,7746,2022-12-08,Ahluwalia Contracts bags construction order worth Rs 55.39 cr,AHLUCONT,Ahluwalia Contracts (India) Limited,Construction & Contracting - Civil,Construction & Contracting - Civil,EQ,14-DEC-2009,2,1,INE758C01029,2
4788,7751,2022-12-10,Emami increases stake in Brillare Science to 80.59% from 77.53%,EMAMILTD,Emami Limited,Personal Care,Personal Care,EQ,03-AUG-2006,1,1,INE548C01032,1
4789,7752,2022-12-10,Kalpataru Power raises Rs 99 cr via #NCDs on private placement basis,KALPATPOWR,Kalpataru Power Transmission Limited,Power,Power,EQ,15-DEC-2000,2,1,INE220B01022,2
4790,7753,2022-12-10,V-Guard #Board approves acquisition of 100% stake in Sunflame Enterprises for ₹660 crore,VGUARD,V-Guard Industries Limited,Electric Equipment,Electric Equipment,EQ,13-MAR-2008,1,1,INE951I01027,1
4791,7754,2022-12-10,Som Distilleries & Breweries board approves fund raise of Rs 49 cr via #RightsIssue of shares,SDBL,Som Distilleries & Breweries Limited,Breweries & Distilleries,Breweries & Distilleries,EQ,18-MAR-2014,5,1,INE480C01020,5
4792,7755,2022-12-10,"Marico arm, Marico South East Asia Corp, acquires Viatnamese company #BeautyX for Rs 172 cr",MARICO,Marico Limited,Personal Care,Personal Care,EQ,01-MAY-1996,1,1,INE196A01026,1
4793,7757,2022-12-10,JSPL is purchasing assets of Monnet Power in accordance with the IBBI #liquidation process on a slump #sale manner,PFC,Power Finance Corporation Limited,Finance,Finance,EQ,23-FEB-2007,10,1,INE134E01011,10
4794,7758,2022-12-10,"Kirloskar Electric recalls all laid off workmen at company’s Govenahalli Unit w.e.f January 01, 2023",KECL,Kirloskar Electric Company Limited,,,EQ,09-MAR-2010,10,1,INE134B01017,10
4795,7759,2022-12-10,Vadilal Board approves sale of #shares of Vadilal Forex & Consultancy Services & Majestic Farm House,VADILALIND,Vadilal Industries Limited,Food Processing,Food Processing,EQ,15-JUN-2011,10,1,INE694D01016,10
4796,7760,2022-12-10,Vedanta board approves fund raise of Rs 800 cr via NCDs on pvt placement basis,VEDL,Vedanta Limited,Mining & Minerals,Mining & Minerals,EQ,13-MAY-1998,1,1,INE205A01025,1
4797,7761,2022-12-10,YESBANK gets @RBI nod for #Carlyle Group & Verventa Holdings investment by in the bank. The bank shall now engage with the investors for the completion of the proposed capital raise,ANDHRSUGAR,The Andhra Sugars Limited,Miscellaneous,Miscellaneous,EQ,01-NOV-1995,2,1,INE715B01021,2
4798,7762,2022-12-10,Bajaj Cons board approves share buyback of up to 33.7 lakh shares at Rs 240/sh worth Rs 80.9 Cr via open market,BAJAJ-AUTO,Bajaj Auto Limited,Sugar,Sugar,EQ,26-MAY-2008,10,1,INE917I01010,10
4799,7763,2022-12-10,L&T arm in share purchase agmt to acquire minority stake in US-based oPRO. ai  for $1 m,L&TFH,L&T Finance Holdings Limited,Finance,Finance,EQ,12-AUG-2011,10,1,INE498L01015,10
4800,7765,2022-12-10,KPI Green arm commissions 38.76 MWp Solar Power projects,PFC,Power Finance Corporation Limited,Finance,Finance,EQ,23-FEB-2007,10,1,INE134E01011,10
4801,7766,2022-12-10,"Working on Hindustan Zinc OFS, there will be some dilution, govt official",HCC,Hindustan Construction Company Limited,Construction,Construction,EQ,01-APR-2003,1,1,INE549A01026,1
4802,7767,2022-12-10,"#Snapdeal to withdraw DRHP for $152 m India #IPO, due to market conditions",IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-OCT-2005,10,1,INE547E01014,10
4803,7768,2022-12-10,TVS Motor Singapore arm in agreement to acquire EV-related tech & assets in Germany,TVSELECT,TVS Electronics Limited,Tyres,Tyres,EQ,26-DEC-2003,10,1,INE236G01019,10
4804,7769,2022-12-10,Pricol gets NCLT nod for scheme of amalgamation of Pricol Wiping Systems with co,PRICOLLTD,Pricol Limited,Auto Ancillaries,Auto Ancillaries,EQ,10-FEB-2017,1,1,INE726V01018,1
4805,7771,2022-12-12,MTAR Tech signs #MoU with Indian National Space Promotion & Authorization centre to design & develop two stage to low Earth orbit liquid small satellite launch vehicle,IMFA,Indian Metals & Ferro Alloys Limited,Steel - Pig Iron,Steel - Pig Iron,EQ,23-JUL-2010,10,1,INE919H01018,10
4806,7773,2022-12-12,VA Tech Wabag secures industrial waste water treatment order in Romania worth about ₹260 cr,TECHM,Tech Mahindra Limited,Computers,Computers,EQ,28-AUG-2006,5,1,INE669C01036,5
4807,7774,2022-12-12,"LTI Mindtree under pressure
🔴Company expects demand moderation & one-off costs to weigh on H2 performance
🔴Co expects a weaker margin trajectory in H2

#Source: Emkay Report On LTI Mindtree",EMKAY,Emkay Global Financial Services Limited,Engineering,Engineering,EQ,28-APR-2006,10,1,INE296H01011,10
4808,7775,2022-12-12,Uniparts India lists at a discount of 0.3% at ₹575/sh vs issue price of ₹577/sh on @NSEIndia,IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-OCT-2005,10,1,INE547E01014,10
4809,7778,2022-12-12,"Yes Bank at 52-week high, stock up nearly 7%",BANKBARODA,Bank of Baroda,Banks - PSU,Banks - PSU,EQ,19-FEB-1997,2,1,INE028A01039,2
4810,7780,2022-12-12,"Bodal Chemicals allots 29.70 lakh #shares of company to SPS Processors #shareholders post #merger. The #Board also recommends new #business segment, 'Synthetic Organic Chem' (APl & its intermediates)",ANDHRSUGAR,The Andhra Sugars Limited,Miscellaneous,Miscellaneous,EQ,01-NOV-1995,2,1,INE715B01021,2
4811,7783,2022-12-12,"Kirloskar Brothers in focus
Sharehloders reject proposal to investigate expenses & examine conduct of board & independent directors",KECL,Kirloskar Electric Company Limited,,,EQ,09-MAR-2010,10,1,INE134B01017,10
4812,7784,2022-12-12,"Dalmia Bharat to #acquire #cement, #clinker, and #power plant from JP Assoc",BBL,Bharat Bijlee Limited,Diversified,Diversified,EQ,21-NOV-2006,10,1,INE464A01028,10
4813,7785,2022-12-12,HCL Tech expands partnership with Mondelēz International,HCL-INSYS,HCL Infosystems Limited,Computers,Computers,EQ,01-JAN-1997,2,1,INE236A01020,2
4814,7786,2022-12-12,"Reliance Infra In Focus
SC asks Centre to give clarity on ₹4,500 cr payment to Rel Infra",RCOM,Reliance Communications Limited,Shipping,Shipping,BE,06-MAR-2006,5,1,INE330H01018,5
4815,7788,2022-12-12,"Dalmia Cement to acquire cement assets of Jaypee Group for ₹5,666 crore",DALMIASUG,Dalmia Bharat Sugar and Industries Limited,Sugar,Sugar,EQ,17-JAN-1996,2,1,INE495A01022,2
4816,7789,2022-12-12,V-Guard signs definitive agreement to acquire 100% in Sunflame Enterprises for Rs 660 cr,VGUARD,V-Guard Industries Limited,Electric Equipment,Electric Equipment,EQ,13-MAR-2008,1,1,INE951I01027,1
4817,7790,2022-12-12,JP Assoc gains 10% & JP Power up 11% on asset divestment,PFC,Power Finance Corporation Limited,Finance,Finance,EQ,23-FEB-2007,10,1,INE134E01011,10
4818,7791,2022-12-12,"Oil marketing cos gain on crude slide, BPCL, HPCL up 3-5%

Aviation stocks rise on increased demand & Crude fall, IndiGo up 3%

PNB rises another 3% today on positive brokerage note",OIL,Oil India Limited,Oil Drilling,Oil Drilling,EQ,30-SEP-2009,10,1,INE274J01014,10
4819,7793,2022-12-12,Tata Motors board gives in-principle approval for partial #divestment of company’s investment In Tata Technologies via #IPO route,TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
4820,7793,2022-12-12,Tata Motors board gives in-principle approval for partial #divestment of company’s investment In Tata Technologies via #IPO route,TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
4821,7793,2022-12-12,Tata Motors board gives in-principle approval for partial #divestment of company’s investment In Tata Technologies via #IPO route,TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
4822,7793,2022-12-12,Tata Motors board gives in-principle approval for partial #divestment of company’s investment In Tata Technologies via #IPO route,TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
4823,7793,2022-12-12,Tata Motors board gives in-principle approval for partial #divestment of company’s investment In Tata Technologies via #IPO route,TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
4824,7793,2022-12-12,Tata Motors board gives in-principle approval for partial #divestment of company’s investment In Tata Technologies via #IPO route,TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
4825,7793,2022-12-12,Tata Motors board gives in-principle approval for partial #divestment of company’s investment In Tata Technologies via #IPO route,TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
4826,7793,2022-12-12,Tata Motors board gives in-principle approval for partial #divestment of company’s investment In Tata Technologies via #IPO route,TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
4827,7793,2022-12-12,Tata Motors board gives in-principle approval for partial #divestment of company’s investment In Tata Technologies via #IPO route,TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
4828,7793,2022-12-12,Tata Motors board gives in-principle approval for partial #divestment of company’s investment In Tata Technologies via #IPO route,TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
4829,7793,2022-12-12,Tata Motors board gives in-principle approval for partial #divestment of company’s investment In Tata Technologies via #IPO route,TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
4830,7793,2022-12-12,Tata Motors board gives in-principle approval for partial #divestment of company’s investment In Tata Technologies via #IPO route,TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
4831,7794,2022-12-12,"#JustIn | KEC International bags orders worth Rs 1,349 cr across is various businesses",KEC,KEC International Limited,Power - Transmission & Equipment,Power - Transmission & Equipment,EQ,10-MAR-2006,2,1,INE389H01022,2
4832,7796,2022-12-12,BGR Energy bags orders worth Rs 330 cr from Indian Oil Corp (@IndianOilcl),BGRENERGY,BGR Energy Systems Limited,Engineering,Engineering,EQ,03-JAN-2008,10,1,INE661I01014,10
4833,7799,2022-12-13,TataMotors  will be increasing the #prices of its commercial #vehicles up to 2% from January 2023. The price increase will vary as per individual model and variant,ANDHRSUGAR,The Andhra Sugars Limited,Miscellaneous,Miscellaneous,EQ,01-NOV-1995,2,1,INE715B01021,2
4834,7802,2022-12-13,TCS ties up with Gujarat Government to impart digital skills in schools,GAEL,Gujarat Ambuja Exports Limited,Edible Oils,Edible Oils,EQ,11-OCT-2000,1,1,INE036B01030,1
4835,7803,2022-12-13,"AB Cap in focus
Birla mulls selling insurance broking unit housed under AB Cap: Bloomberg",BIRLACABLE,Birla Cable Limited,Cables - Power & Others,Cables - Power & Others,EQ,06-DEC-1995,10,1,INE800A01015,10
4836,7805,2022-12-13,"Bandhan Bank in focus
Company receives ₹916.6 cr claim under Govt scheme for FY23",BANKBARODA,Bank of Baroda,Banks - PSU,Banks - PSU,EQ,19-FEB-1997,2,1,INE028A01039,2
4837,7808,2022-12-13,"Dalmia Bharat, JP Assoc & JP Power deal consideration shall be in the form of cash",DALMIASUG,Dalmia Bharat Sugar and Industries Limited,Sugar,Sugar,EQ,17-JAN-1996,2,1,INE495A01022,2
4838,7811,2022-12-13,"Diagnostic stocks slip on Delhi govt’s plan of increased free tests at govt clinics

Oil mktg cos fall as crude rises, HPCL down 2%, BPCL falls 1%

Laurus, Escorts Kubota, Can Fin, Godrej Cons, AU SFB, Biocon are top Midcap losers",BIOCON,Biocon Limited,Pharmaceuticals,Pharmaceuticals,EQ,07-APR-2004,5,1,INE376G01013,5
4839,7812,2022-12-13,Dredging Corporation gets Government order of Rs 770 crore,DREDGECORP,Dredging Corporation of India Limited,Misc,Misc,EQ,15-JAN-2004,10,1,INE506A01018,10
4840,7813,2022-12-13,"Kothari Sugar’s Kattur Unit commences operations w.e.f December 12, 2022",KOTARISUG,Kothari Sugars And Chemicals Limited,Trading,Trading,EQ,13-DEC-2004,10,1,INE419A01022,10
4841,7815,2022-12-13,#JustIn | @YESBANK Board approves allotment of shares & warrants to #Carlyle Group & #Advent Intl. The lender to issue a total of 369.61 crore shares & 256 crore convertible warrants,ANDHRSUGAR,The Andhra Sugars Limited,Miscellaneous,Miscellaneous,EQ,01-NOV-1995,2,1,INE715B01021,2
4842,7818,2022-12-13,Patel Engineering to consider #fund raise via #RightsIssue on December 16,PATELENG,Patel Engineering Limited,,,EQ,24-FEB-2005,1,1,INE244B01030,1
4843,7820,2022-12-13,"Globally, India is our No.1 priority... high demand makes India's real estate market attractive"" says @DonaldJTrumpJr",IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-OCT-2005,10,1,INE547E01014,10
4844,7821,2022-12-13,"Piramal Enterprises arm, Piramal Capital & Housing Finance (#PCHFL) acquires 100% stake in PRL Agastya for Rs 90 cr",CAPTRUST,Capital Trust Limited,,,EQ,16-JAN-2017,10,1,INE707C01018,10
4845,7823,2022-12-14,"M&M (@MahindraRise) says investment of ₹10,000 cr for EVs approved under Maharashtra Govt’s Industrial Promotion Scheme. Co will invest over 7-8 years for setting up EV mfg unit, development, and production of Mahindra’s upcoming Born Electric Vehicles (BEVs",IITL,Industrial Investment Trust Limited,Finance,Finance,EQ,17-AUG-2010,10,1,INE886A01014,10
4846,7824,2022-12-14,Tata Communications in business transfer agreement for sale of company’s non-network internet of things business,TATACOMM,Tata Communications Limited,Telecom,Telecom,EQ,12-APR-1995,10,1,INE151A01013,10
4847,7824,2022-12-14,Tata Communications in business transfer agreement for sale of company’s non-network internet of things business,TATACOMM,Tata Communications Limited,Telecom,Telecom,EQ,12-APR-1995,10,1,INE151A01013,10
4848,7824,2022-12-14,Tata Communications in business transfer agreement for sale of company’s non-network internet of things business,TATACOMM,Tata Communications Limited,Telecom,Telecom,EQ,12-APR-1995,10,1,INE151A01013,10
4849,7824,2022-12-14,Tata Communications in business transfer agreement for sale of company’s non-network internet of things business,TATACOMM,Tata Communications Limited,Telecom,Telecom,EQ,12-APR-1995,10,1,INE151A01013,10
4850,7824,2022-12-14,Tata Communications in business transfer agreement for sale of company’s non-network internet of things business,TATACOMM,Tata Communications Limited,Telecom,Telecom,EQ,12-APR-1995,10,1,INE151A01013,10
4851,7824,2022-12-14,Tata Communications in business transfer agreement for sale of company’s non-network internet of things business,TATACOMM,Tata Communications Limited,Telecom,Telecom,EQ,12-APR-1995,10,1,INE151A01013,10
4852,7824,2022-12-14,Tata Communications in business transfer agreement for sale of company’s non-network internet of things business,TATACOMM,Tata Communications Limited,Telecom,Telecom,EQ,12-APR-1995,10,1,INE151A01013,10
4853,7824,2022-12-14,Tata Communications in business transfer agreement for sale of company’s non-network internet of things business,TATACOMM,Tata Communications Limited,Telecom,Telecom,EQ,12-APR-1995,10,1,INE151A01013,10
4854,7824,2022-12-14,Tata Communications in business transfer agreement for sale of company’s non-network internet of things business,TATACOMM,Tata Communications Limited,Telecom,Telecom,EQ,12-APR-1995,10,1,INE151A01013,10
4855,7824,2022-12-14,Tata Communications in business transfer agreement for sale of company’s non-network internet of things business,TATACOMM,Tata Communications Limited,Telecom,Telecom,EQ,12-APR-1995,10,1,INE151A01013,10
4856,7824,2022-12-14,Tata Communications in business transfer agreement for sale of company’s non-network internet of things business,TATACOMM,Tata Communications Limited,Telecom,Telecom,EQ,12-APR-1995,10,1,INE151A01013,10
4857,7824,2022-12-14,Tata Communications in business transfer agreement for sale of company’s non-network internet of things business,TATACOMM,Tata Communications Limited,Telecom,Telecom,EQ,12-APR-1995,10,1,INE151A01013,10
4858,7825,2022-12-14,Varun Beverages becomes sixth largest FMCG firm after six years of listing. The stock has more than doubled in 2022 against 8.6% drop in Godrej Cons,ANDHRSUGAR,The Andhra Sugars Limited,Miscellaneous,Miscellaneous,EQ,01-NOV-1995,2,1,INE715B01021,2
4859,7826,2022-12-14,"Welspun Corp receives possession of moveable properties from the liquidator of ABG Shipyard. Arm receives possession of immovable property at Dahej, Gujarat from the liquidator",GAEL,Gujarat Ambuja Exports Limited,Edible Oils,Edible Oils,EQ,11-OCT-2000,1,1,INE036B01030,1
4860,7827,2022-12-14,"Indian Energy Exchange (IEX), has become a Carbon Neutral Power Exchange. IEX is now India’s first carbon-neutral Power Exchange, using market based tradable instruments to offset its carbon emissions",ENERGYDEV,Energy Development Company Limited,Power,Power,EQ,02-NOV-2007,10,1,INE306C01019,10
4861,7828,2022-12-14,"Sources say
🔴Old videos of Indian & Chinese forces clashing at LAC are circulating on social media
🔴These videos are not related to the recent face-off between Indian and Chinese forces in #Tawang",IMFA,Indian Metals & Ferro Alloys Limited,Steel - Pig Iron,Steel - Pig Iron,EQ,23-JUL-2010,10,1,INE919H01018,10
4862,7829,2022-12-14,"Jubilant Pharmova | US FDA completes #inspection of company’s Active Pharmaceutical Ingredients (#API) #manufacturing facility at Nanjangud. The regulator has issued eight observations for the facility 

#USFDA",ANDHRSUGAR,The Andhra Sugars Limited,Miscellaneous,Miscellaneous,EQ,01-NOV-1995,2,1,INE715B01021,2
4863,7832,2022-12-14,"NBCC secures total #business of ₹300.41 crore in November, 2022",NBCC,NBCC (India) Limited,Construction,Construction,EQ,12-APR-2012,1,1,INE095N01031,1
4864,7833,2022-12-14,Apollo Hospitals (@HospitalsApollo) approves allotment of #NCDs worth ₹105 crore to #ICICIBank on private placement basis,APOLLOHOSP,Apollo Hospitals Enterprise Limited,Medical,Medical,EQ,10-JAN-1996,5,1,INE437A01024,5
4865,7837,2022-12-14,"Colgate is top Midcap loser as brokerage maintain neutral stance post analyst call

Page Ind, strides, Abbott, HPCL, PNB are top Midcap losers",COLPAL,Colgate Palmolive (India) Limited,Personal Care,Personal Care,EQ,17-DEC-2007,1,1,INE259A01022,1
4866,7841,2022-12-14,#JustIn | Ramkrishna Forgings to #buy up to 51% of #TSUYO Manufacturing in phases,RKFORGE,Ramkrishna Forgings Limited,,,EQ,05-MAY-2004,2,1,INE399G01023,2
4867,7846,2022-12-14,"Tamilnad Mercantile Bank enters into #corporate agency agreement with Kotak Mahindra General Insurance for #marketing, #distribution & #selling general insurance #products",BANKBARODA,Bank of Baroda,Banks - PSU,Banks - PSU,EQ,19-FEB-1997,2,1,INE028A01039,2
